form,kind,meaning,name,original,sex,source
form,Pet,believer,CHRISTELLE,Christine,female,French
"variant spelling",English,believer,CHRISTEN,Kristen,female,German
spelling,Variant,believer,CHRISTI,Christie,female,English
form,Feminine,believer,CHRISTIANA,Christianus,female,Latin
form,Feminine,believer,CHRISTIANNE,Christian,female,English
"pet form",English,believer,CHRISTIE,Christina,female,Latin
spelling,Variant,believer,CHRISTINA,Christiana,female,Latin
spelling,Variant,believer,CHRISTOBEL,Christabel,female,English
spelling,Variant,believer,CHRISTY,Christie,female,English
form,Latin,"golden flower",CHRYSANTA,Chrysanthe,female,Greek
"pet form",English,"golden flower",CHRYSSA,Chrysanta,female,Latin
spelling,Variant,"crystal, ice",CHRYSTAL,Crystal,female,English
spelling,Variant,blind,CICELY,Cecily,female,English
spelling,Variant,"mountain range",CIERA,Sierra,female,English
spelling,Variant,"mountain range",CIERRA,Sierra,female,English
form,Pet,blind,CILLA,Cecilia,female,English
"variant spelling",English,hearkening,CIMONE,Simone,female,French
form,English,"little ashes",CINDERELLA,Cendrillon,female,French
"pet form",English,"woman from Kynthos",CINDY,Cynthia,female,Latin
form,Short,blind,CIS,Cissy,female,English
form,Short,blind,CISS,Cissy,female,English
form,Pet,blind,CISSY,Cecilia,female,English
"variant spelling",English,"clear, bright",CLAIR,Claire,female,French
form,French,"clear, bright",CLAIRE,Clara,female,Latin
form,Pet,"clear, bright",CLAIRENE,Claire,female,French
form,Feminine,"clear, bright",CLARA,Clarus,female,Latin
spelling,Variant,"bright beauty",CLARABELLE,Clarabella,female,English
spelling,Variant,"bright pearl",CLARAMAY,Claramae,female,English
form,English,"clear, bright",CLARE,Clara,female,Latin
form,Pet,"clear, bright",CLARETTA,Clara,female,Latin
form,Pet,"clear, bright",CLARETTE,Clare,female,English
spelling,Variant,"bright and beautiful",CLARIBEL,Clarabelle,female,English
form,Diminutive,fame,CLARISSA,Clara,female,Latin
form,Diminutive,"little lame one",CLAUDETTE,Claudia,female,French
form,Feminine,lame,CLAUDIA,Claude,female,French
form,Pet,lame,CLAUDIE,Claudia,female,French
form,Diminutive,"little lame one",CLAUDINE,Claudia,female,French
form,Feminine,"gentle and merciful",CLEMENCY,Clement,female,Latin
form,French,"of Clementius",CLEMENTINE,Clementina,female,Latin
form,Short,"glory of the father",CLEO,Cleopatra,female,Latin
form,Latin,"glory of the father",CLEOPATRA,Kleopatra,female,Greek
spelling,Variant,helper,CODIE,"unisex Cody",female,English
spelling,Variant,girl,COLEEN,Colleen,female,English
spelling,Variant,girl,COLENA,Colleen,female,English
spelling,Variant,girl,COLENE,Colleen,female,English
form,Short,"victor of the people",COLETTE,Nicolette,female,French
spelling,Variant,girl,COLINE,Colleen,female,English
form,Anglicized,girl,COLLEEN,"Gaelic Cailín",female,Irish
spelling,Variant,girl,COLLYN,Colleen,female,English
form,Pet,steadfast,CONNIE,Constance,female,English/French
form,Feminine,"bold counsel",CONRADINE,Conrad,female,German
form,English,steadfast,CONSTANCE,Constantia,female,Latin
form,Latin,maiden,CORA,Kore,female,Greek
form,Pet,coral,CORALIE,Coral,female,English
form,Feminine,"of a horn",CORNELIA,"Latin Cornelius",female,Roman
"variant spelling",English,maiden,CORRINA,Corinna,female,Latin
"variant spelling",English,maiden,CORRINE,Corinne,female,French
spelling,Variant,"short nose",CORTNEY,"unisex Courtney",female,English
"variant spelling",English,maiden,CORYNN,Corinne,female,French
spelling,Variant,"crystal, ice",CRISTAL,Crystal,female,English
"variant spelling",English,believer,CRISTEN,Kristin,female,Scandinavian
spelling,Variant,believer,CRISTINA,Christina,female,Latin
"variant spelling",English,prophetess,CYBILL,Sybil,female,Greek
"variant spelling",English,hearkening,CYMONE,Simone,female,French
spelling,Variant,"woman from Kynthos",CYNDI,Cindy,female,English
form,Latin,"woman from Kynthos",CYNTHIA,Kynthia,female,Greek
form,Feminine,lord,CYRILLA,Cyril,female,English
spelling,Variant,"dahlia flower",DALIA,Dahlia,female,English
spelling,Variant,"delicate, weak",DALILAH,Delilah,female,English
spelling,Variant,"noble serpent",DALINDA,Delinda,female,English
spelling,Variant,"dahlia flower",DALYA,Dahlia,female,English
form,Feminine,"to tame, to subdue",DAMIA,Damian,female,English
form,Anglicized,"fertile, fruitful",DARINA,"Gaelic Dáiríne",female,Irish
form,Feminine,"to tame, to subdue",DAMIANA,Damian,female,English
"pet form",English,"God is my judge",DANI,Danielle,female,French
"feminine form",French,"God is my judge",DANIELLE,Daniyel,female,Hebrew
"pet form",English,"God is my judge",DANNI,Danielle,female,French
form,Feminine,"from Arcy",DARCEY,"unisex Darcy",female,English
spelling,Variant,"from Arcy",DARCIE,"unisex Darcy",female,English
spelling,Variant,"possesses a lot, wealthy",DARIEN,"unisex Darian",female,English
form,Anglicized,"fertile, fruitful",DARINA,"Gaelic Dáiríne",female,Irish
spelling,Variant,darling,DARLEEN,Darlene,female,English
form,Pet,"dear, darling",DARLENE,Darla,female,English
form,Unisex,"from Airelle",DARRYL,Darrell,female,English
spelling,Variant,"from Airelle",DARYL,"unisex Darryl",female,English
form,Feminine,beloved,DAVIDA,David,female,Hebrew
form,Feminine,"little black one",DAVINA,Davin,female,English
form,Elaborated,beloved,DAVINIA,Davina,female,Latin
spelling,Variant,judge,DAYNA,Dana,female,Hebrew
form,Feminine,"dean, head, leader",DEANA,Dean,female,English
spelling,Variant,"dean, head, leader",DEANNA,Deana,female,English
spelling,Variant,judgment,DEANNE,Dinah,female,English
form,Short,bee,DEB,Deborah,female,English
spelling,Variant,bee,DEBBI,Debbie,female,English
form,Pet,bee,DEBBIE,Deborah,female,English
spelling,Variant,bee,DEBBY,Debbie,female,English
form,Pet,bee,DEBI,Deborah,female,English
form,Anglicized,bee,DEBORAH,Debowrah,female,Hebrew
form,Contracted,bee,DEBRA,Deborah,female,English
form,Pet,bee,DEBS,Deborah,female,English
spelling,Variant,"dean, head, leader",DEENA,Deana,female,English
form,Pet,noble,DEL,Adela,female,English
spelling,Variant,delight,DELICE,Delicia,female,English
"feminine form",English,delight,DELICIA,Delicius,female,Latin
spelling,Variant,"delicate, weak",DELILA,Delilah,female,English
form,Anglicized,"delicate, weak",DELILAH,Deliylah,female,Hebrew
form,Feminine,"lives in a dell/hollow",DELLA,Dell,female,English
spelling,Variant,hospitable,DELLMA,Delma,female,English
form,Short,hospitable,DELMA,Fidelma,female,English
"variant spelling",English,sorrows,DELORA,Dolores,female,Spanish
"variant spelling",English,sorrows,DELORES,Dolores,female,Spanish
"variant spelling",English,sorrows,DELORIS,Dolores,female,Spanish
form,French,"woman from Delphi",DELPHINE,Delphina,female,Latin
form,Feminine,"loves the earth",DEMETRIA,Demetrius,female,Latin
"short form",English,"loves the earth",DEMI,Demetria,female,Latin
spelling,Variant,"dean, head, leader",DENA,Deana,female,English
form,Pet,"follower of Dionysos",DENI,Denise,female,French
"variant spelling",English,"follower of Dionysos",DENICE,Denise,female,French
"variant spelling",English,"follower of Dionysos",DENIECE,Denise,female,French
"variant spelling",English,"follower of Dionysos",DENISA,Denise,female,French
form,Feminine,"follower of Dionysos",DENISE,Denis,female,French
spelling,Variant,"deer farm",DERBY,"unisex Darby",female,English
spelling,Variant,"from Airelle",DERRYL,"unisex Darryl",female,English
spelling,Variant,"true poet",DERVILA,Dervla,female,English
form,Anglicized,"true poet",DERVLA,"Gaelic Dearbhla",female,Irish
form,English,desired,DESIRAE,Désirée,female,French
"variant spelling",English,mistress,DESPINA,Despoena,female,Latin
spelling,Variant,"fate, fortune",DESTINEE,Destiny,female,English
spelling,Variant,"worshiper of the god Dumnonos",DEVAN,"unisex Devon",female,English
spelling,Variant,"worshiper of the god Dumnonos",DEVEN,"unisex Devon",female,English
form,Anglicized,"little fawn",DEVNET,"Gaelic Damhnait",female,Irish
"variant spelling",English,desired,DEZIREE,Désirée,female,French
"short form",English,"divine, heavenly",DI,"Diana and French Diane",female,Latin
"variant spelling",Feminine,diamond,DIAMANDA,"unisex Diamond",female,English
form,French,"divine, heavenly",DIANE,Diana,female,Latin
"variant spelling",English,"divine, heavenly",DIANN,Diane,female,French
spelling,Variant,"divine, heavenly",DIANNA,Diana,female,Latin
spelling,Variant,"divine, heavenly",DIANNE,Diane,female,French
"short form",English,"divine, heavenly",DIDI,Diana,female,Latin
spelling,Variant,judgment,DINA,Dinah,female,English
form,Anglicized,judgment,DINAH,Diynah,female,Hebrew
"pet form",English,"follower of Dionysos",DIOT,Dionysia,female,Greek
form,Short,tenth,DIX,Dixie,female,English
spelling,Variant,tenth,DIXEE,Dixie,female,English
spelling,Variant,tenth,DIXY,Dixie,female,English
spelling,Variant,"delicate, weak",DLILA,Delila,female,English
form,Pet,"gift of God",DODI,Dorothy,female,English
form,Pet,"gift of God",DODIE,Dorothy,female,English
form,Variant,"world ruler",DOLANNA,Donalda,female,English
form,Variant,"world ruler",DOLENA,Donalda,female,English
form,Variant,"world ruler",DOLINA,Donalda,female,English
spelling,Variant,"gift of God",DOLLEE,Dolly,female,English
spelling,Variant,"gift of God",DOLLEY,Dolly,female,English
spelling,Variant,"gift of God",DOLLIE,Dolly,female,English
form,Pet,"gift of God",DOLLY,Dorothy,female,English
form,Feminine,"belongs to the lord",DOMINICA,Dominicus,female,Latin
"unisex form",French,"belongs to the lord",DOMINIQUE,Dominicus,female,Latin
form,Feminine,"world ruler",DONALDA,Donald,female,English
form,Elaborated,"world ruler",DONALDINA,Donalda,female,English
form,Variant,"world ruler",DONELLA,Donalda,female,English
form,Feminine,"world ruler",DONELLE,"Anglicized Donal",female,Irish
form,Pet,"gift of God",DORA,Dorothy,female,English
spelling,Variant,gift,DOREAN,Doreen,female,English
form,Anglicized,sullen,DOREEN,Doireann,female,Gaelic
form,Diminutive,"little gift",DORETTA,Dora,female,English
"feminine form",French,"of the Dorian tribe",DORIANE,Dorian,female,English
spelling,Variant,gift,DORINE,Doreen,female,English
form,Feminine,"gift of God",DOROTHEA,Dorotheos,female,Greek
form,English,"gift of God",DOROTHY,Dorothea,female,Latin
spelling,Variant,bounty,DORRIS,Doris,female,Greek
spelling,Variant,"gift of God",DORTHY,Dorothy,female,English
form,Pet,gift,DORY,Dora,female,English
form,Pet,"gift of God",DOT,Dorothy,female,English
form,Pet,"gift of God",DOTTIE,Dorothy,female,English
spelling,Variant,"gift of God",DOTTY,Dottie,female,English
form,Short,"old advisor",DREDA,"English Eldreda",female,Middle
"adopted use",Feminine,"man; warrior",DREW,"English Drew",female,masculine
"diminutive form",Feminine,"oak; strong",DRUSILLA,"Latin Drusus",female,Roman
form,Feminine,"little black one",DUANA,Duane,female,English
form,English,sweet,DULCIE,Dulcia,female,Latin
"variant spelling",English,"divine, heavenly",DYAN,Dianne,female,French
form,Anglicized,"little fawn",DYMPHNA,"Gaelic Damhnait",female,Irish
spelling,Variant,"little fawn",DYMPNA,Dymphna,female,English
spelling,Variant,"nobleman, prince, warrior",EARLEEN,Earline,female,English
spelling,Variant,"nobleman, prince, warrior",EARLENE,Earline,female,English
form,Feminine,"nobleman, prince, warrior",EARLINE,Earl,female,English
form,Feminine,"battle (to the death), serious business",EARNESTINE,Earnest,female,English
form,Anglicized,"beautiful, fair form",EAVAN,"Gaelic Aoibheann",female,Irish
form,Latin,"echo, re-sound",ECHO,Ekho,female,Greek
form,Anglicized,face,EDAIN,"Gaelic Étaín",female,Irish
form,Feminine,"little fire",EDANA,Edan,female,English
spelling,Variant,"rich battle",EDDA,Eda,female,English
form,Pet,"rich battle",EDIE,Edith,female,English
form,Contracted,"rich friend",EDINA,Edwina,female,English
spelling,Variant,"rich battle",EDITHE,Edith,female,English
form,Anglicized,kernel,EDNA,"Gaelic Eithne",female,Irish
spelling,Variant,"delight, pleasure, rejuvenation",EDNAH,Edna,female,Hebrew
spelling,Variant,"rich friend",EDWEENA,Edwina,female,English
spelling,Variant,"rich friend",EDWENA,Edwina,female,English
form,Feminine,"rich friend",EDWINA,Edwin,female,English
spelling,Variant,"rich friend",EDWYNA,Edwina,female,English
form,Polish,"rich battle",EDYTA,Edith,female,English
spelling,Variant,"rich battle",EDYTH,Edith,female,English
form,Elaborated,"rich battle",EDYTHA,Edyth,female,English
form,Elaborated,"rich battle",EDYTHE,Edyth,female,English
spelling,Variant,"Well I speak",EFFI,Effie,female,English
"pet form",English,"Well I speak",EFFIE,Euphemia,female,Latin
form,Anglicized,"beauty, radiance",EILEEN,"Gaelic Eilín",female,Irish
"variant spelling",English,peace,EIREEN,Eirênê,female,Greek
form,Anglicized,peace,EIRENE,Eirênê,female,Greek
"variant spelling",English,torch,ELAYNE,Elaine,female,French
form,Feminine,"old advisor",ELDREDA,"English Eldred",female,Middle
form,Short,"foreign; the other",ELEA,Eleanor,female,English
form,English,"foreign; the other",ELEANOR,Eléonore,female,French
spelling,Variant,"foreign; the other",ELENORA,Eleanor,female,English
spelling,Variant,"foreign; the other",ELEONOR,Eleanor,female,English
spelling,Variant,"elf friend",ELFA,"English Elva",female,Middle
form,"Medieval English","noble beauty",ELFLEDA,"Æthelflæd",female,Anglo-Saxon
spelling,Variant,"elfin strength",ELFRIDA,"English Elfreda",female,Middle
spelling,Variant,"elfin strength",ELFRIEDA,"English Elfreda",female,Middle
form,English,sun,ELIANE,"Éliane",female,French
spelling,Variant,"foreign; the other",ELINOR,Eleanor,female,English
form,Anglicized,"God is my oath",ELISABETH,"Elisabet (Hebrew Eliysheba)",female,Greek
form,Short,"God is my oath",ELIZA,Elizabeth,female,English
form,Anglicized,"God is my oath",ELIZABETH,Elisabet,female,Greek
form,Pet,"foreign; the other",ELLA,Eleanor,female,English
spelling,Variant,"foreign; the other",ELLENOR,Eleanor,female,English
spelling,Variant,"joyful; happy",ELLERY,"unisex Hillary",female,English
form,Pet,"foreign; the other",ELLIE,Eleanor,female,English
spelling,Variant,"foreign; the other",ELLY,Ellie,female,English
form,Contracted,"nobly famous",ELMIRA,Edelmira,female,Spanish
form,English,"hale-wide; very healthy and sound",ELOISE,"Éloise",female,French
spelling,Variant,"hale-wide; very healthy and sound",ELOUISE,Eloise,female,English
form,Pet,"elf friend",ELVA,"English Elvina",female,Middle
form,Feminine,"elf friend",ELVINA,"English Elvin",female,Middle
"variant spelling",English,"God is my oath",ELYSE,Elise,female,German
spelling,Variant,"God is my oath",ELYZABETH,Elizabeth,female,English
spelling,Variant,work,EMELIA,Amelia,female,English
form,Feminine,rival,EMELINE,"Émile",female,French
spelling,Variant,rival,EMELY,Emily,female,English
spelling,Variant,rival,EMILEE,Emily,female,English
"variant spelling",English,work,EMILINE,Emeline,female,German
form,Pet,"entire, whole",EMMIE,"French Emma",female,Norman
spelling,Variant,"entire, whole",EMMY,"French Emmie",female,Norman
"variant spelling",English,work,EMYLYNN,Emmeline,female,German
form,Anglicized,kernel,ENA,"Gaelic Eithne",female,Irish
form,Anglicized,kernel,ENYA,"Gaelic Eithne",female,Irish
form,Anglicized,darkness,EPHAH,"unisex Eyphah",female,Hebrew
"pet form",English,"Well I speak",EPPIE,Euphemia,female,Latin
form,Feminine,ever-ruler,ERICA,Eric,female,English
spelling,Variant,ever-ruler,ERICKA,Erica,female,English
form,Anglicized,Ireland,ERIN,"Gaelic Éirinn",female,Irish
spelling,Variant,"entire, whole",ERMA,Irma,female,German
form,Feminine,"battle (to the death), serious business",ERNESTINE,Ernest,female,English
"variant spelling",Modern,ever-ruler,ERYKAH,Erica,female,English
spelling,Variant,Ireland,ERYN,Erin,female,English
spelling,Variant,Ireland,ERYNN,Erin,female,English
"pet form",English,star,ESSA,Esther,female,Persian
"pet form",English,star,ESSIE,Esther,female,Persian
"pet form",English,star,ESTA,Esther,female,Persian
form,French,star,ESTELLE,Estella,female,Latin
form,Anglicized,kernel,ETHNA,"Gaelic Eithne",female,Irish
spelling,Variant,kernel,ETNA,Ethna,female,English
form,Short,little,ETTA,"Latin names that end with the diminutive suffix -etta",female,longer
"pet form",English,star,ETTIE,Esther,female,Persian
form,English,"well born",EUGENIA,Eugeneia,female,Greek
form,Anglicized,"famine, hunger",EUNA,"Gaelic Úna",female,Scottish
form,Latin,"good victory",EUNICE,Eunike,female,Greek
form,Feminine,fruitful,EUSTACIA,Eustace,female,English
form,Anglicized,beauty,EVA,"Gaelic Aoife, probably",female,Irish
"variant spelling",Feminine,"little Eve",EVALYN,"unisex Evelyn",female,English
form,Anglicized,life,EVE,"Eva (Latin Heva, Hebrew Chavvah)",female,Greek
form,Elaborated,life,EVELIA,Eve,female,English
form,Anglicized,"beauty, radiance",EVELYN,"Gaelic Éibhleann",female,Irish
"variant spelling",Feminine,"little Eve",EVELYNE,"unisex Evelyn",female,English
