"id","name","derivation","form","kind","meaning","original","sex","source"
"259","Allyster","Anglicized form of Gaelic Alaster: defender of mankind","form","Anglicized","defender of mankind","Alaster","male","Gaelic"
"260","Almah","Variant spelling of English Alma: nourishing","spelling","Variant","nourishing","Alma","female","English"
"261","Almira","Contracted form of Spanish Adelmira: nobly famous","form","Contracted","nobly famous","Adelmira","female","Spanish"
"262","Alon","Variant spelling of English Allon: oak tree","spelling","Variant","oak tree","Allon","male","English"
"263","Alonzo","English variant spelling of Spanish Alonso: noble and ready","variant spelling","English","noble and ready","Alonso","male","Spanish"
"264","Alphonsine","Feminine form of French Alphonse: noble and ready","form","Feminine","noble and ready","Alphonse","female","French"
"265","Alphonzo","English variant spelling of Spanish Alphonso: noble and ready","variant spelling","English","noble and ready","Alphonso","male","Spanish"
"266","Alpin","Scottish Anglicized form of Gaelic Ailpein: white","form","Scottish Anglicized","white","Ailpein","male","Gaelic"
"267","Alured","Variant spelling of Middle English Alvred: elf counsel","spelling","Variant","elf counsel","English Alvred","male","Middle"
"268","Alva","Anglicized feminine form of Irish Gaelic unisex Ailbhe: white","feminine form","Anglicized","white","Gaelic unisex Ailbhe","female","Irish"
"269","Alven","English variant spelling of Norman French Alvin: elf friend","variant spelling","English","elf friend","French Alvin","male","Norman"
"270","Alvena","Variant spelling of Middle English Alvina: elf friend","spelling","Variant","elf friend","English Alvina","female","Middle"
"271","Alvie","English pet form of Norman French Alvin: elf friend","pet form","English","elf friend","French Alvin","male","Norman"
"272","Alvy","English pet form of Norman French Alvin: elf friend","pet form","English","elf friend","French Alvin","male","Norman"
"273","Alvyn","English variant spelling of Norman French Alwin: elf friend","variant spelling","English","elf friend","French Alwin","male","Norman"
"274","Alwin","Variant spelling of Middle English Elwin: elf friend","spelling","Variant","elf friend","English Elwin","male","Middle"
"275","Alwyn","Variant spelling of Middle English Alwin: elf friend","spelling","Variant","elf friend","English Alwin","male","Middle"
"276","Alyce","Variant spelling of English Alice: noble sort","spelling","Variant","noble sort","Alice","female","English"
"277","Alys","Anglicized form of Welsh Alis: noble sort","form","Anglicized","noble sort","Alis","female","Welsh"
"278","Alysdair","Anglicized form of Irish Gaelic Alasdair: defender of mankind","form","Anglicized","defender of mankind","Gaelic Alasdair","male","Irish"
"279","Alysdare","Anglicized form of Irish Gaelic Alasdair: defender of mankind","form","Anglicized","defender of mankind","Gaelic Alasdair","male","Irish"
"280","Alyse","Variant spelling of English Alice: noble sort","spelling","Variant","noble sort","Alice","female","English"
"281","Alysha","English variant spelling of Spanish Alicia: noble sort","variant spelling","English","noble sort","Alicia","female","Spanish"
"282","Alysia","English variant spelling of Spanish Alicia: noble sort","variant spelling","English","noble sort","Alicia","female","Spanish"
"283","Alyson","Diminutive form of English Alys: noble sort","form","Diminutive","noble sort","Alys","female","English"
"284","Alyssa","English variant spelling of Spanish Alicia: noble sort","variant spelling","English","noble sort","Alicia","female","Spanish"
"285","Alyssia","English variant spelling of Spanish Alicia: noble sort","variant spelling","English","noble sort","Alicia","female","Spanish"
"286","Alystair","Anglicized form of Gaelic Alaster: defender of mankind","form","Anglicized","defender of mankind","Alaster","male","Gaelic"
"287","Alyster","Anglicized form of Gaelic Alaster: defender of mankind","form","Anglicized","defender of mankind","Alaster","male","Gaelic"
"288","Alyx","Variant spelling of English unisex Alex: defender of mankind","spelling","Variant","defender of mankind","unisex Alex","female","English"
"289","Amalea","English variant spelling of German Amalia: work","variant spelling","English","work","Amalia","female","German"
"290","Amaliya","English variant spelling of German Amalia: work","variant spelling","English","work","Amalia","female","German"
"291","Amaria","Variant spelling of English Amariah: whom God spoke of","spelling","Variant","whom God spoke of","Amariah","male","English"
"292","Amariah","Anglicized form of Hebrew Amaryah: whom God spoke of","form","Anglicized","whom God spoke of","Amaryah","male","Hebrew"
"293","Amasai","Anglicized form of Hebrew Amasay: burdensome","form","Anglicized","burdensome","Amasay","male","Hebrew"
"294","Ambie","Pet form of English Ambrose: immortal","form","Pet","immortal","Ambrose","male","English"
"295","Ambrose","English form of Latin Ambrosius: immortal","form","English","immortal","Ambrosius","male","Latin"
"296","Amby","Pet form of English Ambrose: immortal","form","Pet","immortal","Ambrose","male","English"
"297","Amelia","English form of German Amalia: work","form","English","work","Amalia","female","German"
"298","Amery","Variant spelling of English Amory: home-ruler","spelling","Variant","home-ruler","Amory","male","English"
"299","Amey","Variant spelling of English Amy: much loved","spelling","Variant","much loved","Amy","female","English"
"300","Ami","Variant spelling of English Amy: much loved","spelling","Variant","much loved","Amy","female","English"
"301","Ami","Anglicized form of Hebrew Amiy: bond-servant","form","Anglicized","bond-servant","Amiy","male","Hebrew"
"302","Amie","Variant spelling of English Amy: much loved","spelling","Variant","much loved","Amy","female","English"
"303","Amilia","Variant spelling of English Amelia: work","spelling","Variant","work","Amelia","female","English"
"304","Amitai","Variant spelling of English Amittai: my truth","spelling","Variant","my truth","Amittai","male","English"
"305","Amittai","Anglicized form of Hebrew Amittay: my truth","form","Anglicized","my truth","Amittay","male","Hebrew"
"306","Ammiel","Anglicized form of Hebrew Ammiy'el: one of the family of God","form","Anglicized","one of the family of God","Ammiy'el","male","Hebrew"
"307","Ammihud","Anglicized form of Hebrew Ammiyhuwd: one of the people of Judah","form","Anglicized","one of the people of Judah","Ammiyhuwd","male","Hebrew"
"308","Amminadab","Anglicized form of Greek Aminadab: servant of the prince","form","Anglicized","servant of the prince","Aminadab","male","Greek"
"309","Ammon","Anglicized form of Hebrew Ammown: kindred, tribal","form","Anglicized","kindred, tribal","Ammown","male","Hebrew"
"310","Amon","Anglicized form of Hebrew Amown: skilled workman","form","Anglicized","skilled workman","Amown","male","Hebrew"
"311","Amoz","Anglicized form of Hebrew Amowts: strong","form","Anglicized","strong","Amowts","male","Hebrew"
"312","Amran","Anglicized form of Hebrew Chamran: the people is exalted","form","Anglicized","the people is exalted","Chamran","male","Hebrew"
"313","Anabella","Variant spelling of English Annabella: gracious beauty","spelling","Variant","gracious beauty","Annabella","female","English"
"314","Anabelle","Variant spelling of English Annabelle: gracious beauty","spelling","Variant","gracious beauty","Annabelle","female","English"
"315","Anani","Anglicized form of Hebrew Ananiy: my cloud","form","Anglicized","my cloud","Ananiy","male","Hebrew"
"316","Ananiah","Anglicized form of Hebrew Ananya: Jehovah clouds","form","Anglicized","Jehovah clouds","Ananya","male","Hebrew"
"317","Ananias","Anglicized form of Greek Hananias: whom Jehovah has graciously given","form","Anglicized","whom Jehovah has graciously given","Hananias","male","Greek"
"318","Anastacia","English form of Latin Anastasia: resurrection","form","English","resurrection","Anastasia","female","Latin"
"319","Anastasia","Feminine form of Greek Anastasios: resurrection","form","Feminine","resurrection","Anastasios","female","Greek"
"320","Andee","Pet form of English Andrea: man; warrior","form","Pet","man; warrior","Andrea","female","English"
"321","Andi","Pet form of English Andrea: man; warrior","form","Pet","man; warrior","Andrea","female","English"
"322","Andra","Feminine form of English Andrew: man; warrior","form","Feminine","man; warrior","Andrew","female","English"
"323","Andrea","Feminine form of English Andrew: man; warrior","form","Feminine","man; warrior","Andrew","female","English"
"324","Andreana","Elaborated form of English Andrea: man; warrior","form","Elaborated","man; warrior","Andrea","female","English"
"325","Andrew","Anglicized form of Greek Andreas: man; warrior","form","Anglicized","man; warrior","Andreas","male","Greek"
"326","Andri","Pet form of English Andriana: man; warrior","form","Pet","man; warrior","Andriana","female","English"
"327","Andriana","Elaborated form of English Andrea: man; warrior","form","Elaborated","man; warrior","Andrea","female","English"
"328","Andrina","Elaborated form of English Andrea: man; warrior","form","Elaborated","man; warrior","Andrea","female","English"
"329","Andy","Unisex pet form of English Andrew and Andrea: man; warrior","pet form","Unisex","man; warrior","Andrew and Andrea","female","English"
"330","Andy","Unisex pet form of English Andrew and Andrea: man; warrior","pet form","Unisex","man; warrior","Andrew and Andrea","male","English"
"331","Aneta","English variant spelling of Spanish Anita: favor; grace","variant spelling","English","favor; grace","Anita","female","Spanish"
"332","Anetta","English variant form of Spanish Anita: favor; grace","variant form","English","favor; grace","Anita","female","Spanish"
"333","Anette","Variant spelling of French Annette: favor; grace","spelling","Variant","favor; grace","Annette","female","French"
"334","Ange","English short form of Latin Angela: angel, messenger","short form","English","angel, messenger","Angela","female","Latin"
"335","Angela","Feminine form of Latin Angelus: angel, messenger","form","Feminine","angel, messenger","Angelus","female","Latin"
"336","Angelica","Feminine form of Italian Angelico: angelic","form","Feminine","angelic","Angelico","female","Italian"
"337","Angelina","Diminutive form of Latin Angela: little angel/messenger","form","Diminutive","little angel/messenger","Angela","female","Latin"
